Id,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Roof Style,Mas Vnr Type,Mas Vnr Area,Exter Cond,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Fence,Misc Val,Mo Sold,Yr Sold,SalePrice,ridge_residual,enet_residual,MoYr Sold,is Pool,Lot Ratio,Bsmt GLQ,is Fireplace,Sum Bath,Garage Ratio,is Shed,is PUD,Cond Feeder,Cond Artery,Cond Pos,Cond RR,Porch SF,is Remodeled,Last Remodel
2606,RL,60.0,10800,1,Grvl,0,Lvl,AllPub,Inside,0,OldTown,1Fam,1.5Fin,5,8,1936,Gable,None,0.0,2,2,1,796.0,3,1,4,1096,370,0,1466,3,1,Gd,7,Min,1,TA,Attchd,Unf,2.0,566.0,TA,TA,Y,0,500,4,2006,170000,-5951.088073796913,1334.952431935846,2006.3333333333333,0,3.0,0,1,2.5,283.0,1,0,0,0,0,0,457,1,17
1268,RL,60.0,7200,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,7,1951,Gable,None,0.0,2,2,1,876.0,2,1,4,876,0,0,876,2,1,TA,5,Typ,1,TA,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,2,2008,94000,-19827.72158892287,16420.643910762796,2008.1666666666667,0,2.0,0,1,1.0,288.0,0,0,0,0,0,0,0,0,57
2809,RL,74.0,8581,1,None,1,Lvl,AllPub,Inside,0,CollgCr,1Fam,2Story,7,5,2006,Gable,None,0.0,2,4,2,851.0,4,1,4,851,886,0,1737,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,578.0,TA,TA,Y,0,0,8,2006,203160,-4693.356159640127,6491.616453001625,2006.6666666666667,0,1.5670197224251279,0,0,2.5,289.0,0,0,0,0,0,0,105,0,0
529,FV,85.0,10625,1,None,0,Lvl,AllPub,Inside,0,Somerst,1Fam,1Story,7,5,2006,Gable,None,0.0,2,4,1,1652.0,4,1,4,1662,0,0,1662,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3.0,711.0,TA,TA,Y,0,0,3,2009,291000,,,2009.25,0,1.4705882352941178,1,1,3.0,237.0,0,0,0,0,0,0,288,1,2
476,RL,69.05520046484602,8068,1,None,1,Lvl,AllPub,Inside,0,Gilbert,1Fam,2Story,6,5,2002,Gable,None,0.0,2,4,1,1010.0,4,1,4,1010,1257,0,2267,4,1,Gd,8,Typ,1,TA,BuiltIn,RFn,2.0,390.0,TA,TA,Y,0,0,12,2009,200000,-26737.13024016295,38752.86723710079,2010.0,0,2.3089553053707177,0,1,2.5,195.0,0,0,0,0,0,0,166,0,7
2566,RL,69.05520046484602,8917,1,None,1,Lvl,AllPub,Inside,0,NAmes,Duplex,1Story,5,5,1967,Gable,None,0.0,2,3,1,1584.0,2,1,4,1584,0,0,1584,4,2,TA,8,Typ,0,NA,Detchd,Unf,2.0,506.0,TA,TA,Y,0,0,10,2006,119000,-26459.00455035793,21294.989486184088,2006.8333333333333,0,2.3089553053707177,0,0,2.0,253.0,0,0,0,0,0,0,0,0,39
1902,RL,50.0,5000,1,None,0,Low,AllPub,Inside,1,BrkSide,1Fam,1Story,1,3,1946,Gable,None,0.0,1,0,0,0.0,1,0,2,334,0,0,334,1,1,Fa,2,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,0,1,2007,39300,5210.233231228573,-9815.713099557875,2007.0833333333333,0,2.0,0,0,1.0,270.5851660643607,0,0,0,0,0,0,0,1,57
1547,RM,40.0,3636,1,None,0,Lvl,AllPub,Inside,0,IDOTRR,1Fam,1Story,4,4,1922,Gable,None,0.0,2,3,1,796.0,1,0,4,796,0,0,796,2,1,TA,5,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,3,0,1,2008,55000,8360.22813621597,-11895.637937158608,2008.0833333333333,0,2.2725,0,0,1.0,270.5851660643607,0,0,0,0,0,0,100,1,58
1185,FV,69.05520046484602,7500,1,None,0,Lvl,AllPub,Inside,0,Somerst,1Fam,2Story,7,5,2002,Gable,None,0.0,2,4,1,952.0,4,1,4,952,860,0,1812,3,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,469.0,TA,TA,Y,0,0,4,2008,205000,,,2008.3333333333333,0,2.3089553053707177,0,1,2.5,234.5,0,0,0,0,0,0,256,0,6
2372,RM,21.0,1680,1,None,0,Lvl,AllPub,Inside,0,BrDale,Twnhs,2Story,6,5,1972,Gable,BrkFace,504.0,2,3,1,525.0,3,1,4,525,567,0,1092,3,1,TA,6,Typ,0,NA,Detchd,Unf,1.0,264.0,TA,TA,Y,4,0,10,2006,108000,,,2006.8333333333333,0,3.8095238095238093,0,0,1.5,264.0,0,1,0,0,0,0,352,0,34
2282,RL,100.0,25000,1,None,0,Low,AllPub,Inside,0,Mitchel,Duplex,1Story,5,4,1967,Gable,None,0.0,2,3,3,1632.0,2,1,4,1632,0,0,1632,4,2,TA,8,Typ,0,NA,Attchd,Unf,2.0,576.0,TA,TA,P,0,0,6,2007,143000,-1436.2272172638625,-810.7123418292613,2007.5,0,2.5,0,0,2.0,288.0,0,0,0,0,0,0,0,0,40
910,RL,102.0,15863,1,None,0,Lvl,AllPub,Corner,0,SWISU,1Fam,2.5Fin,7,3,1920,Gable,None,0.0,2,3,1,824.0,4,1,4,1687,998,397,3082,5,1,TA,12,Typ,2,TA,Basment,Fin,2.0,672.0,TA,TA,Y,0,0,8,2009,197000,9185.261384539132,-7752.840096316853,2009.6666666666667,0,1.5247020376778162,1,1,3.5,336.0,0,0,0,0,0,0,199,1,39
1128,FV,65.0,8125,1,None,0,Lvl,AllPub,Inside,0,Somerst,1Fam,2Story,7,6,2007,Gable,None,0.0,2,4,1,813.0,4,1,4,822,843,0,1665,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,562.0,TA,TA,Y,0,0,5,2008,205950,-10553.520955085492,8965.893013630965,2008.4166666666667,0,1.9230769230769231,0,0,2.5,281.0,0,0,0,0,0,0,0,0,1
1659,RL,90.0,11700,1,None,0,Lvl,AllPub,Inside,0,NWAmes,1Fam,2Story,6,6,1968,Mansard,BrkFace,365.0,2,3,1,702.0,3,1,4,1041,702,0,1743,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2.0,539.0,TA,TA,Y,0,0,6,2007,175000,,,2007.5,0,1.4444444444444444,0,1,2.5,269.5,0,0,0,0,0,0,224,0,39
1852,FV,69.05520046484602,8010,1,Pave,1,Lvl,AllPub,Inside,0,Somerst,1Fam,2Story,8,5,2003,Hip,None,0.0,2,5,1,1054.0,4,1,4,1072,976,0,2048,3,1,Gd,8,Typ,2,Gd,Detchd,Unf,2.0,552.0,TA,TA,Y,0,0,8,2007,301000,-14756.671172853094,12813.073409567412,2007.6666666666667,0,2.3089553053707177,1,1,3.5,276.0,0,0,0,0,0,0,228,1,3
456,RL,34.0,5001,1,None,1,Lvl,AllPub,Inside,0,NridgHt,Twnhs,1Story,7,5,2007,Gable,Stone,166.0,2,4,1,1314.0,4,1,4,1314,0,0,1314,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,626.0,TA,TA,Y,0,0,7,2009,230000,-20880.03706695838,20277.299003631168,2009.5833333333333,0,4.326124567474048,1,1,3.0,313.0,0,1,0,0,0,0,234,1,1
2410,RL,69.05520046484602,3136,1,None,1,Lvl,AllPub,Corner,0,NridgHt,TwnhsE,1Story,7,5,2003,Gable,Stone,163.0,2,4,1,1405.0,4,1,4,1405,0,0,1405,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,478.0,TA,TA,Y,0,0,3,2006,171750,12843.72500499693,-13195.157163616852,2006.25,0,2.3089553053707177,0,1,2.0,239.0,0,1,0,0,0,0,184,0,3
1296,RM,60.0,5400,1,None,0,Lvl,AllPub,Inside,0,OldTown,1Fam,1Story,7,6,1920,Gable,None,0.0,2,3,1,931.0,2,1,4,1027,0,0,1027,2,1,Gd,5,Typ,1,TA,NA,NA,0.0,0.0,NA,NA,N,0,0,2,2008,120000,6748.001889767271,-7423.164420736604,2008.1666666666667,0,1.5,0,1,1.5,270.5851660643607,0,0,0,0,0,0,28,1,2
2682,RM,51.0,6120,1,None,0,Lvl,AllPub,Inside,0,BrkSide,1Fam,1.5Fin,5,7,1930,Gable,None,0.0,3,3,1,741.0,3,1,4,741,583,0,1324,3,1,Gd,7,Typ,0,NA,Detchd,Unf,1.0,180.0,Fa,TA,Y,0,0,2,2006,110000,-1066.889142787957,-792.6037790404225,2006.1666666666667,0,2.3529411764705883,0,0,1.0,180.0,0,0,0,0,0,0,55,1,22
237,RL,65.0,11479,1,None,0,Lvl,AllPub,Inside,0,Edwards,1Fam,1Story,6,7,1950,Gable,None,0.0,2,3,1,663.0,4,1,4,1074,0,0,1074,3,1,Gd,6,Typ,1,TA,Attchd,Unf,1.0,467.0,TA,TA,Y,3,0,6,2010,144500,,,2010.5,0,2.7169230769230768,1,1,2.0,467.0,0,0,0,0,0,0,104,1,23
1666,RL,63.0,9457,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,6,1970,Gable,None,0.0,2,3,1,925.0,2,1,4,1422,0,0,1422,3,1,TA,7,Min,0,NA,Detchd,Unf,2.0,576.0,TA,TA,Y,2,0,9,2007,155000,-13934.075236421224,14211.009162880657,2007.75,0,2.382716049382716,0,0,2.0,288.0,0,0,0,0,0,0,252,1,17
2666,RM,84.0,11340,1,None,0,Lvl,AllPub,Corner,0,OldTown,1Fam,1Story,6,5,1923,Gable,None,0.0,2,3,1,1200.0,2,1,3,1200,0,0,1200,4,1,TA,7,Typ,0,NA,Detchd,Unf,1.0,312.0,Fa,Fa,Y,0,0,3,2006,125000,-4821.996278762555,8520.395605819533,2006.25,0,1.6071428571428572,0,0,1.0,312.0,0,0,0,0,0,0,228,1,56
662,RL,60.0,7200,1,None,0,Lvl,AllPub,Corner,0,OldTown,1Fam,2Story,7,9,1910,Gable,None,0.0,3,3,1,560.0,4,1,4,930,760,0,1690,4,1,Gd,5,Typ,0,NA,Detchd,Unf,2.0,624.0,TA,TA,Y,0,0,8,2009,156500,,,2009.6666666666667,0,2.0,0,0,2.0,312.0,0,0,0,1,0,0,112,1,1
2490,RL,88.0,8471,1,None,1,Lvl,AllPub,Corner,0,Sawyer,1Fam,SLvl,6,7,1977,Gable,BrkFace,46.0,2,4,3,506.0,2,1,4,1212,0,0,1212,3,1,TA,6,Typ,1,TA,Attchd,Unf,2.0,492.0,TA,TA,Y,2,0,7,2006,151000,,,2006.5833333333333,0,1.093879132231405,0,1,2.0,246.0,0,0,0,0,0,0,304,1,11
672,RL,90.0,10454,1,None,1,Lvl,AllPub,Corner,0,NAmes,1Fam,1Story,6,6,1957,Hip,Stone,143.0,2,3,1,1105.0,3,1,3,1105,0,0,1105,3,1,TA,5,Typ,0,NA,Detchd,Unf,1.0,308.0,TA,TA,Y,0,0,4,2009,135000,,,2009.3333333333333,0,1.2906172839506174,0,0,1.0,308.0,0,0,0,0,0,0,0,0,52
2915,RM,21.0,1484,1,None,0,Lvl,AllPub,Inside,0,MeadowV,TwnhsE,2Story,4,4,1972,Gable,None,0.0,2,3,1,546.0,2,1,4,546,546,0,1092,3,1,TA,5,Typ,0,NA,Attchd,Unf,1.0,253.0,TA,Fa,Y,0,0,5,2006,79400,-4585.0380985015945,3369.990230199299,2006.4166666666667,0,3.365079365079365,0,0,1.5,253.0,0,1,0,0,0,0,0,0,34
452,RL,47.0,6904,1,None,1,Lvl,AllPub,Inside,0,NridgHt,TwnhsE,1Story,6,5,2005,Gable,Stone,240.0,2,4,3,1358.0,4,1,4,1358,0,0,1358,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,Y,0,0,8,2009,213000,-4492.924771922553,496.40001821686747,2009.6666666666667,0,3.125396106835672,0,1,2.0,242.0,0,1,0,0,0,0,228,0,4
321,RL,85.0,14191,1,None,0,Lvl,AllPub,Inside,0,Timber,1Fam,2Story,8,5,2002,Gable,None,0.0,2,4,1,967.0,4,1,4,993,915,0,1908,4,1,Gd,9,Typ,0,NA,Attchd,Fin,2.0,431.0,TA,TA,Y,0,0,4,2010,202900,-3692.3694798431834,3882.371747941477,2010.3333333333333,0,1.9641522491349481,0,0,2.5,215.5,0,0,0,0,0,0,135,0,8
2124,RL,69.05520046484602,9531,1,None,1,Lvl,AllPub,CulDSac,0,CollgCr,1Fam,2Story,6,5,1998,Gable,None,0.0,2,4,2,794.0,4,1,4,882,914,0,1796,3,1,TA,7,Typ,0,NA,Attchd,RFn,2.0,546.0,TA,TA,Y,3,0,5,2007,211000,12265.351150901406,-13105.083025035594,2007.4166666666667,0,2.3089553053707177,1,0,3.5,273.0,0,0,0,0,0,0,36,0,9
1278,RL,113.0,8513,1,None,0,Lvl,AllPub,Corner,0,NAmes,Duplex,1Story,5,5,1961,Gable,None,0.0,2,3,3,1800.0,2,0,4,1800,0,0,1800,6,2,TA,10,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,N,0,0,11,2008,130000,13324.791097193593,-12407.847114669845,2008.9166666666667,0,0.6666927715561125,0,0,2.0,270.5851660643607,0,0,0,1,0,0,0,0,47
914,RL,51.0,6171,1,None,0,Lvl,AllPub,Inside,0,SWISU,1Fam,1.5Fin,6,6,1925,Gable,None,0.0,2,3,1,976.0,4,1,4,1160,448,0,1608,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1.0,216.0,Fa,TA,Y,3,0,10,2009,137450,,,2009.8333333333333,0,2.372549019607843,0,1,2.5,216.0,0,0,0,0,0,0,163,1,19
579,RL,69.05520046484602,9991,1,None,1,Lvl,AllPub,Corner,0,Sawyer,1Fam,1Story,4,4,1976,Gable,None,0.0,2,3,1,1281.0,4,1,4,1620,0,0,1620,3,1,TA,8,Min,1,TA,Attchd,Unf,2.0,490.0,TA,TA,Y,2,0,6,2009,150000,,,2009.5,0,2.3089553053707177,0,1,3.0,245.0,0,0,1,0,0,0,198,1,16
1418,RL,60.0,9084,1,None,0,Lvl,AllPub,Inside,0,Edwards,1Fam,1.5Fin,5,6,1941,Gable,None,0.0,2,3,2,616.0,2,0,4,616,495,0,1111,3,1,TA,5,Typ,0,NA,Detchd,Unf,1.0,200.0,TA,Fa,Y,0,0,3,2008,95000,9971.72776813616,-8128.896436974697,2008.25,0,2.5233333333333334,0,0,1.5,200.0,0,0,0,1,0,0,48,1,58
1166,FV,24.0,2280,1,Pave,0,Lvl,AllPub,Inside,0,Somerst,Twnhs,2Story,7,5,1999,Gable,BrkFace,360.0,2,4,1,744.0,3,1,4,757,744,0,1501,3,1,TA,6,Typ,0,NA,Detchd,Unf,2.0,440.0,TA,TA,Y,0,0,8,2008,179400,9983.953369759256,-12388.87701245863,2008.6666666666667,0,3.9583333333333335,0,0,2.5,220.0,0,1,0,0,0,0,0,0,9
1797,FV,81.0,10411,1,None,0,Lvl,AllPub,Corner,0,Somerst,1Fam,2Story,5,5,2007,Gable,None,0.0,2,4,0,725.0,4,1,4,725,863,0,1588,3,1,Gd,8,Typ,0,NA,Attchd,Unf,2.0,561.0,TA,TA,Y,0,0,7,2007,212109,,,2007.5833333333333,0,1.5868007925621095,0,0,3.0,280.5,0,0,0,0,0,0,0,0,0
2568,RL,85.0,8500,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,3,1961,Hip,BrkCmn,203.0,2,3,1,1235.0,2,1,4,1235,0,0,1235,2,1,TA,6,Typ,0,NA,Attchd,Unf,2.0,480.0,TA,TA,Y,2,0,12,2006,98600,,,2007.0,0,1.1764705882352942,0,0,1.0,240.0,0,0,0,0,0,0,0,0,45
2075,RL,69.05520046484602,17541,1,None,1,Lvl,AllPub,Corner,0,Edwards,1Fam,1Story,5,7,1948,Hip,None,0.0,3,3,2,409.0,4,1,4,1325,0,0,1325,3,1,Gd,6,Typ,1,TA,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,7,2007,216000,10368.547435176471,-12593.392645898042,2007.5833333333333,0,2.3089553053707177,0,1,2.0,288.0,0,0,0,0,0,0,42,1,2
2445,RL,83.0,9545,1,None,0,Lvl,AllPub,Corner,0,NoRidge,1Fam,2Story,8,5,2000,Gable,BrkFace,322.0,2,4,2,1160.0,4,1,4,1205,1029,0,2234,3,1,Gd,7,Typ,1,TA,BuiltIn,RFn,3.0,768.0,TA,TA,Y,0,0,6,2006,300000,2669.518562468962,-4714.737964811648,2006.5,0,1.3855421686746987,1,1,3.5,256.0,0,0,0,0,0,0,50,0,6
229,RL,80.0,14000,1,None,0,Lvl,AllPub,Inside,1,ClearCr,1Fam,2Story,7,5,1996,Gable,None,0.0,2,5,4,1306.0,4,1,4,1306,954,0,2260,3,1,Gd,7,Typ,0,NA,Attchd,RFn,2.0,533.0,TA,TA,Y,0,0,4,2010,328000,,,2010.3333333333333,0,2.1875,1,0,3.5,266.5,0,0,0,0,0,0,340,1,13
1663,RL,70.0,10500,1,None,0,Lvl,AllPub,FR2,0,NAmes,1Fam,SLvl,5,7,1971,Gambrel,BrkFace,82.0,2,3,3,372.0,2,1,4,576,533,0,1109,3,1,TA,5,Typ,0,NA,BuiltIn,Unf,1.0,288.0,TA,TA,Y,2,0,12,2007,139000,-1190.0461745011853,3510.733796433429,2008.0,0,2.142857142857143,0,0,1.5,288.0,0,0,0,0,0,0,35,1,2
2727,RL,87.0,13050,1,None,0,Low,AllPub,Inside,1,ClearCr,1Fam,1Story,5,6,1963,Flat,None,0.0,2,4,3,1000.0,4,1,4,1000,0,0,1000,1,1,TA,4,Typ,2,TA,Attchd,Unf,2.0,575.0,TA,TA,Y,0,0,4,2006,164000,-14102.654014718197,13889.579939350428,2006.3333333333333,0,1.7241379310344827,0,1,2.0,287.5,0,0,0,0,0,0,386,0,43
2226,RM,24.0,1782,1,None,0,Lvl,AllPub,Inside,0,other,Twnhs,2Story,6,6,1980,Gable,None,0.0,3,4,1,516.0,3,1,4,529,516,0,1045,2,1,TA,5,Typ,1,TA,Detchd,Unf,2.0,462.0,TA,TA,Y,3,0,12,2007,123900,,,2008.0,0,3.09375,1,1,1.0,231.0,0,1,0,0,0,0,180,0,27
130,RL,50.0,7207,1,None,1,Lvl,AllPub,Inside,0,BrkSide,1Fam,1Story,5,7,1958,Gable,None,0.0,3,3,4,858.0,3,1,4,858,0,0,858,2,1,TA,4,Typ,0,NA,NA,NA,0.0,0.0,NA,NA,Y,0,0,2,2010,116500,-23320.96003121868,21417.956161330192,2010.1666666666667,0,2.8828,0,0,2.0,270.5851660643607,0,0,0,0,0,0,117,1,2
1675,other,26.0,10943,1,None,2,Lvl,AllPub,FR2,0,NAmes,TwnhsE,1Story,6,5,1997,Gable,None,0.0,2,4,1,1405.0,4,1,4,1337,0,0,1337,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2.0,522.0,TA,TA,Y,0,0,10,2007,177000,-5817.090055639215,4162.187885508349,2007.8333333333333,0,16.187869822485208,1,1,3.0,261.0,0,1,0,0,0,0,68,1,9
2038,RM,52.0,4330,1,Grvl,0,Lvl,AllPub,Inside,0,IDOTRR,2fmCon,1.5Fin,4,6,1958,Gable,None,0.0,2,2,1,808.0,2,1,4,838,477,0,1315,3,1,TA,5,Typ,0,NA,Detchd,RFn,2.0,436.0,TA,TA,Y,0,0,2,2007,99500,-295.5467098080262,750.7185244168795,2007.1666666666667,0,1.6013313609467457,0,0,3.0,218.0,0,0,0,0,0,0,0,0,49
2416,RL,102.0,11660,1,None,1,Lvl,AllPub,Inside,0,Gilbert,1Fam,1Story,6,5,2006,Gable,None,0.0,2,4,3,1326.0,4,1,4,1326,0,0,1326,3,1,Gd,6,Typ,0,NA,Attchd,Fin,2.0,427.0,TA,TA,Y,0,0,7,2006,174190,9743.635596489738,-10179.690007845376,2006.5833333333333,0,1.120722798923491,0,0,2.0,213.5,0,0,0,0,0,0,100,0,0
2507,FV,30.0,3180,1,Pave,0,Lvl,AllPub,Inside,0,Somerst,TwnhsE,2Story,7,5,2005,Gable,None,0.0,2,4,1,600.0,4,1,4,520,600,80,1200,2,1,Gd,4,Typ,0,NA,Detchd,RFn,2.0,480.0,TA,TA,Y,0,0,6,2006,151000,,,2006.5,0,3.533333333333333,0,0,2.5,240.0,0,1,0,0,0,0,166,0,1
269,RM,69.05520046484602,4435,1,None,0,Lvl,AllPub,Inside,0,CollgCr,TwnhsE,1Story,6,5,2003,Gable,BrkFace,170.0,2,4,3,848.0,4,1,4,848,0,0,848,1,1,Gd,4,Typ,0,NA,Attchd,Fin,2.0,420.0,TA,TA,Y,0,0,4,2010,143750,-2293.770726770599,1702.039427315758,2010.3333333333333,0,2.3089553053707177,1,0,2.0,210.0,0,1,0,0,0,0,140,0,7
981,RL,50.0,7689,1,None,1,Lvl,AllPub,Inside,0,Mitchel,1Fam,SFoyer,5,8,1972,Gable,None,0.0,2,4,3,796.0,3,1,4,796,0,0,796,2,1,TA,4,Typ,0,NA,Detchd,Unf,1.0,336.0,TA,TA,Y,3,0,7,2009,131900,-9638.813773403992,8543.977132089261,2009.5833333333333,0,3.0756,1,0,1.5,336.0,0,0,0,0,0,0,138,0,37
2296,RL,68.0,8286,1,None,1,Lvl,AllPub,Corner,0,Mitchel,1Fam,2Story,5,7,1977,Gable,None,0.0,2,4,1,716.0,4,1,4,716,716,0,1432,3,1,TA,6,Typ,1,Gd,Attchd,Fin,2.0,531.0,TA,TA,Y,4,0,6,2007,157000,,,2007.5,0,1.7919550173010381,0,1,2.5,265.5,0,0,0,0,0,0,376,0,30
940,RM,59.0,10690,1,None,0,Lvl,AllPub,Inside,0,IDOTRR,1Fam,2Story,5,7,1920,Hip,None,0.0,3,3,1,672.0,3,1,3,672,672,0,1344,3,1,TA,6,Typ,0,NA,Detchd,Unf,1.0,468.0,TA,Fa,Y,0,0,7,2009,147000,36012.615650208376,-37215.33005010776,2009.5833333333333,0,3.0709566216604425,0,0,1.0,468.0,0,0,0,0,0,0,346,1,12
475,RL,71.0,7795,1,None,1,Lvl,AllPub,Inside,0,Gilbert,1Fam,2Story,7,5,2004,Gable,None,0.0,2,4,1,716.0,4,1,4,716,716,0,1432,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,432.0,TA,TA,Y,0,0,7,2009,188500,-1209.2567255038884,-3033.802372351056,2009.5833333333333,0,1.546320174568538,1,1,3.5,216.0,0,0,0,0,0,0,151,1,4
2404,RL,43.0,7052,1,None,1,Lvl,AllPub,Inside,0,NridgHt,TwnhsE,1Story,7,5,2005,Gable,Stone,240.0,2,4,3,1364.0,4,1,4,1364,0,0,1364,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,Y,0,0,6,2006,185850,,,2006.5,0,3.813953488372093,1,1,3.0,242.0,0,1,0,0,0,0,228,0,1
2491,RL,69.05520046484602,9308,1,None,1,Lvl,AllPub,CulDSac,0,Sawyer,1Fam,1Story,5,5,1965,Gable,None,0.0,2,3,1,984.0,2,1,4,984,0,0,984,3,1,TA,5,Typ,0,NA,Attchd,Unf,1.0,310.0,TA,TA,Y,3,0,7,2006,126000,,,2006.5833333333333,0,2.3089553053707177,0,0,1.0,310.0,0,0,0,0,0,1,0,0,41
601,RL,65.0,8125,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,7,1959,Hip,None,0.0,2,3,1,864.0,4,1,4,864,0,0,864,3,1,TA,5,Typ,0,NA,Detchd,Unf,1.0,308.0,TA,TA,Y,0,0,9,2009,118000,,,2009.75,0,1.9230769230769231,0,0,1.0,308.0,0,0,0,0,0,0,0,0,50
1640,RL,61.0,8035,1,None,1,HLS,AllPub,Inside,0,StoneBr,TwnhsE,1Story,9,5,2006,Gable,BrkFace,165.0,2,5,4,1612.0,4,1,4,1612,0,0,1612,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2.0,556.0,TA,TA,Y,0,0,3,2007,319900,-501.5130861021462,3311.7561550320825,2007.25,0,2.1593657618919644,1,1,3.0,278.0,0,1,0,0,0,0,164,0,1
2926,RL,37.0,7937,1,None,1,Lvl,AllPub,CulDSac,0,Mitchel,1Fam,SLvl,6,6,1984,Gable,None,0.0,2,3,3,1003.0,2,1,4,1003,0,0,1003,3,1,TA,6,Typ,0,NA,Detchd,Unf,2.0,588.0,TA,TA,Y,4,0,3,2006,142500,,,2006.25,0,5.797662527392257,1,0,2.0,294.0,0,0,0,0,0,0,120,0,22
653,RL,60.0,9600,1,None,0,Lvl,AllPub,Inside,0,NAmes,1Fam,1Story,5,6,1950,Gable,None,0.0,2,3,1,1200.0,2,1,4,1200,0,0,1200,3,1,TA,6,Typ,0,NA,Attchd,Fin,1.0,246.0,TA,TA,Y,2,0,8,2009,129900,7454.237804401026,-8314.072614116682,2009.6666666666667,0,2.6666666666666665,0,0,1.0,246.0,0,0,0,0,0,0,126,0,59
2406,RL,48.0,6955,1,None,1,Lvl,AllPub,Inside,0,NridgHt,TwnhsE,1Story,7,5,2005,Gable,Stone,94.0,2,4,1,1368.0,4,1,4,1368,0,0,1368,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,474.0,TA,TA,Y,0,0,9,2006,202500,5042.609118415741,-5242.896671733091,2006.75,0,3.0186631944444446,0,1,2.0,237.0,0,1,0,0,0,0,167,1,0
2701,RL,100.0,21370,1,None,0,Lvl,AllPub,FR2,0,Sawyer,1Fam,1Story,5,5,1950,Gable,None,0.0,2,0,0,0.0,2,1,3,1640,0,0,1640,3,1,TA,7,Min,1,Gd,Attchd,RFn,2.0,394.0,TA,TA,Y,0,600,6,2006,131000,813.0305954493524,-3093.6989727867767,2006.5,0,2.137,0,1,1.0,197.0,1,0,0,0,0,0,225,0,56
1472,RM,83.0,10126,1,None,0,Lvl,AllPub,Corner,0,CollgCr,Duplex,SFoyer,6,5,1997,Gable,None,0.0,3,4,4,1838.0,4,1,4,1838,0,0,1838,2,2,TA,8,Typ,0,NA,Attchd,Unf,3.0,721.0,TA,TA,Y,0,0,7,2008,185000,,,2008.5833333333333,0,1.4698795180722892,1,0,4.0,240.33333333333334,0,0,0,0,0,0,227,1,10
417,RL,24.0,2364,1,None,0,Lvl,AllPub,Inside,0,NPkVill,TwnhsE,2Story,6,5,1978,Gable,None,0.0,2,4,1,855.0,2,1,4,855,601,0,1456,3,1,TA,6,Typ,1,TA,Attchd,Fin,2.0,440.0,TA,TA,Y,0,0,4,2009,138000,,,2009.3333333333333,0,4.104166666666667,0,1,2.5,220.0,0,1,0,0,0,0,147,0,31
2664,RM,60.0,3600,1,Grvl,0,Lvl,AllPub,Inside,0,OldTown,1Fam,2Story,6,7,1910,Gable,None,0.0,2,3,1,684.0,4,0,3,684,684,0,1368,3,1,TA,7,Typ,0,NA,Detchd,Unf,1.0,216.0,TA,Fa,N,0,0,10,2006,114504,,,2006.8333333333333,0,1.0,0,0,1.0,216.0,0,0,0,0,0,0,158,1,13
283,RL,52.0,8741,1,None,0,Lvl,AllPub,Inside,0,Edwards,1Fam,1.5Fin,6,4,1945,Gable,None,0.0,2,3,1,735.0,2,1,3,798,689,0,1487,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1.0,220.0,TA,TA,Y,3,0,4,2010,113000,,,2010.3333333333333,0,3.2326183431952664,0,1,1.5,220.0,0,0,0,0,0,0,140,1,60
